71,"ODEN STUDIO","東京都港区赤坂７丁目４−８ ＯＤＥＮＳＴＵＤＩＯ本館",35.6714868,139.7294379,"2019-01-14 06:39:08.990422","2019-01-14 06:39:08.990422",,,1,DSC_0703.jpg,ChIJL_xOK4CMGGARjoO_VhzMFTc
72,"サウンドスタジオノア秋葉原店","東京都千代田区外神田６丁目１４ ＡＫＩＨＡＢＡＲＡＮＯＡＨＢＬＤ．",35.7034698,139.7714863,"2019-01-14 06:39:10.035754","2019-01-14 06:39:10.035754",,,1,2017-07-04.jpg,ChIJBYrhQR6MGGARzKASg6uMah0
73,"レコーディングスタジオSTUDIOMOVE705","東京都中野区弥生町５丁目１１ マクヘンリービル",35.687575,139.668818,"2019-01-14 06:39:48.717870","2019-01-14 06:39:48.717870",,,1,2018-06-30.jpg,ChIJU_bUWlmNGGARJ9wE8m36ufM
74,"（株）ケン・ミュージック｜西新井 音楽教室・音楽スタジオ","東京都足立区栗原３丁目４−６ ケンミュージックスタジオ",35.778962,139.787095,"2019-01-14 06:40:16.092590","2019-01-14 06:40:16.092590",,,1,A____.jpg,ChIJwbU0Iu-RGGARWxhGylcmeZ4
75,"スタジオウイング","東京都北区赤羽２丁目８−２ いさみやビル2F",35.7796201,139.7255719,"2019-01-14 06:40:43.256337","2019-01-14 06:40:43.256337",,,1,20170430_131458.jpg,ChIJzXBKi_2SGGARHSROktw7Mpo
76,"Rinky Dink Studio 中野","東京都中野区中野２丁目２５−１ トビタビル",35.704596,139.666086,"2019-01-14 06:40:44.529070","2019-01-14 06:40:44.529070",,,1,DSC_7671.jpg,ChIJEXgrDJTyGGARy4nWWYV_3Z4
77,"音楽スタジオ Mew","東京都板橋区清水町４９−１０ Ｋ’ｓｆｌａｔｓ",35.7653242,139.7064129,"2019-01-14 06:40:51.207633","2019-01-14 06:40:51.207633",,,1,,ChIJL1JtgNuSGGARchYSRwFI5OI
78,"ガードアイランドスタジオ 下北沢南口店","東京都世田谷区北沢２丁目１３−６ 第一マツヤビル",35.660552,139.667553,"2019-01-14 06:40:55.120310","2019-01-14 06:40:55.120310",,,1,IMG_4017.jpg,ChIJ3a-Y0GvzGGARr5tWwVZO19U
79,"赤羽の音楽スタジオスタジオＪ","東京都北区東十条５丁目８−６ ＮＥＸＴビル",35.768727,139.726217,"2019-01-14 06:40:57.343927","2019-01-14 06:40:57.343927",,,1,___2014-04-12_11_16_54.jpg,ChIJB5Ql2PCSGGAR4ssR86dGeVI
80,"サウスサウンドスタジオ","東京都杉並区高円寺南３丁目１−４ キングスコート２",35.6979062,139.6469783,"2019-01-14 06:40:59.287549","2019-01-14 06:40:59.287549",,,1,CIMG3596.jpg,ChIJ0cQ02GPyGGARcMgYZHyxySo
